State,District,District Code,Mandal,Mandal Code,Village,Village (Native),Native Source,Village Code,Pincode,Category,Status
Andhra Pradesh,Ananthapuramu,502,Peddavaduguru,5311,Gooty Ananta Puram,గూత్య్ అనంత పురమ్,transliterated,594761,515401,,
Andhra Pradesh,Kurnool,511,Tuggali,5293,Gooty Erragudi,గూత్య్ ఎర్రగుది,transliterated,594454,518390,,
Andhra Pradesh,Annamayya,753,Ramapuram,5241,Gopagudipalle,గోపగుడిపల్లె,authoritative,593557,516504,,
Andhra Pradesh,Srikakulam,519,Vajrapukotturu,4781,Gopaladoravuru,గోపాలదొరవూరు,authoritative,580531,532222,,
Andhra Pradesh,Vizianagaram,521,Badangi,4820,Gopalakrishnarangarayapuram,గోపాలకృష్ణరంగరాయపురం,transliterated,582532,535578,,
Andhra Pradesh,Vizianagaram,521,Srungavarapukota,4831,Gopalapalle,గోపాలపల్లె,transliterated,582986,535148,,
Andhra Pradesh,Visakhapatnam,520,Gopalapatnam,6838,Gopalapathnam (1),గోపాలపత్నం (1),transliterated,929894,530027,,
Andhra Pradesh,Anakapalli,744,Golugonda,4853,Gopalapatnam,గోపాలపట్నం,authoritative,585784,531084,,
Andhra Pradesh,Anakapalli,744,Payakaraopeta,4881,Gopalapatnam,గోపాలపట్నం,authoritative,586459,531127,,
Andhra Pradesh,Kakinada,746,Thondangi,4901,Gopalapatnam,గోపాలపట్నం,authoritative,587315,533406,,
Andhra Pradesh,Srikakulam,519,Pathapatnam,4773,Gopalapuram,గోపాలపురం,authoritative,580141,532213,,
Andhra Pradesh,Parvathipuram Manyam,743,Palakonda,4784,Gopalapuram,గోపాలపురం,authoritative,580773,532462,,
Andhra Pradesh,Srikakulam,519,Saravakota,4788,Gopalapuram,గోపాలపురం,authoritative,580940,532427,,
Andhra Pradesh,Parvathipuram Manyam,743,Parvathipuram,4812,Gopalapuram,గోపాలపురం,authoritative,582145,535522,,
Andhra Pradesh,Parvathipuram Manyam,743,Makkuva,4813,Gopalapuram,గోపాలపురం,authoritative,582202,535547,,
Andhra Pradesh,Anakapalli,744,Anakapalli,4871,Gopalapuram,గోపాలపురం,authoritative,586193,531002,,
Andhra Pradesh,Eluru,748,Chintalapudi,4944,Gopalapuram,గోపాలపురం,authoritative,587945,534460,,
Andhra Pradesh,Eluru,748,Jeelugu Milli,4947,Gopalapuram,గోపాలపురం,authoritative,588011,534456,,
Andhra Pradesh,Prakasam,517,Addanki,5112,Gopalapuram,గోపాలపురం,authoritative,590766,523201,,
Andhra Pradesh,Y.S.R. Kadapa,504,Peddamudiam,5201,Gopalapuram,గోపాలపురం,authoritative,592867,516411,,
Andhra Pradesh,Y.S.R. Kadapa,504,Badvel,5210,Gopalapuram,గోపాలపురం,authoritative,593065,516502,,
Andhra Pradesh,Nandyal,755,Allagadda,5298,Gopalapuram,గోపాలపురం,authoritative,594533,518543,,
Andhra Pradesh,Vizianagaram,521,Rajam,4796,Gopalapuram,గోపాలపురం,authoritative,930796,532127,,
Andhra Pradesh,Vizianagaram,521,Bobbili,4816,Gopalarayudupeta,గోపాలరాయుడుపేట,authoritative,582314,535573,,
Andhra Pradesh,Tirupati,752,Sullurpeta,5197,Gopalareddipalem,గోపాలరెడ్డిపాలెం,authoritative,592756,524121,,
Andhra Pradesh,Parvathipuram Manyam,743,Palakonda,4784,Gopalavenkata Puram,గోపాలవెంకట పురం,transliterated,580734,532462,,
Andhra Pradesh,Y.S.R. Kadapa,504,Rajampet,5246,Gopamambapuram,గోపమాంబపురం,transliterated,593668,516115,,
Andhra Pradesh,Polavaram,791,Chinturu,4732,Gopanapalle,గోపనపల్లె,transliterated,579219,533352,,
Andhra Pradesh,Annamayya,753,Galiveedu,5235,Gopanapalle,గోపనపల్లె,transliterated,593487,516267,,
Andhra Pradesh,Vizianagaram,521,Merakamudidam,4822,Gopannavalasa,గోపన్నవలస,authoritative,582620,532127,,
Andhra Pradesh,Bapatla,750,Bapatla,5093,Gopapuram,గోపాపురం,authoritative,590458,522310,,
Andhra Pradesh,Prakasam,517,Santhamaguluru,5104,Gopapuram,గోపాపురం,authoritative,590669,523303,,
Andhra Pradesh,Alluri Sitharama Raju,745,Koyyuru,4851,Gopavaram,గోపవరం,authoritative,585667,531087,,
Andhra Pradesh,Polavaram,791,Rampachodavaram,4895,Gopavaram,గోపవరం,authoritative,587194,533288,,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,747,Uppalaguptam,4942,Gopavaram,గోపవరం,authoritative,587902,533213,,
Andhra Pradesh,East Godavari,505,Nidadavole,4960,Gopavaram,గోపవరం,authoritative,588304,534302,,
Andhra Pradesh,Eluru,748,Musunuru,5002,Gopavaram,గోపవరం,authoritative,589043,521207,,
Andhra Pradesh,Eluru,748,Kaikaluru,5016,Gopavaram,గోపవరం,authoritative,589335,521333,,
Andhra Pradesh,Y.S.R. Kadapa,504,Gopavaram,5211,Gopavaram,గోపవరం,authoritative,593077,516233,,
Andhra Pradesh,Nandyal,755,Mahanandi,5285,Gopavaram,గోపవరం,authoritative,594326,518583,,
Andhra Pradesh,Y.S.R. Kadapa,504,Proddutur,5214,Gopavaram (Ct),గోపవరం (సీటీ),transliterated,593134,516361,,
Andhra Pradesh,Y.S.R. Kadapa,504,Kalasapadu,5207,Gopavarampalle,గోపవరంపల్లె,authoritative,592983,516217,,
Andhra Pradesh,Krishna,510,Gannavaram,5012,Gopavarapugudem,గోపవరపుగూడెం,authoritative,589229,521101,,
Andhra Pradesh,Y.S.R. Kadapa,504,Rajupalem,5202,Gopayapalle,గోపాయపల్లె,authoritative,592886,516359,,
Andhra Pradesh,Vizianagaram,521,Regidi Amadalavalasa,4786,Gopem Peta,గోపెం పెటా,transliterated,580835,532440,,
Andhra Pradesh,Sri Sathya Sai,754,Nallamada,5344,Gopepalle,గోపేపల్లి,authoritative,595272,515501,,
Andhra Pradesh,Chittoor,503,Karvetinagar,5408,Gopichettipalle,గోపిచెట్టిపల్లె,authoritative,596435,517582,,
Andhra Pradesh,Srikakulam,519,Burja,4794,Gopidevipeta,గోపిదేవిపేట,authoritative,581211,532445,,
Andhra Pradesh,Annamayya,753,Thamballapalle,5368,Gopidinne,గోపిదిన్నె,authoritative,595618,517418,,
Andhra Pradesh,Eluru,748,Dwarakatirumala,4955,Gopikunta Khandrika,గోపికుంట ఖండ్రిక,transliterated,588234,534401,,
Andhra Pradesh,Eluru,748,Unguturu,4962,Gopinadhapatnam,గోపినాధపట్నం,authoritative,588339,534406,,
Andhra Pradesh,Ntr,749,Vatsavai,4990,Gopinenipalem,గోపినేనిపాలెం,authoritative,588817,521190,,
Andhra Pradesh,Srikakulam,519,Palasa,4775,Gopivallabhapuram,గోపీవల్లభాపురం,transliterated,580285,532218,,
Andhra Pradesh,Alluri Sitharama Raju,745,Dumbriguda,4843,Goppilivalasa,గొప్పిలివలస,transliterated,583852,531151,,
Andhra Pradesh,Alluri Sitharama Raju,745,Chinthapalli,4849,Goppugudiselu,గొప్పుగుడిశెలు,authoritative,585156,531111,,
Andhra Pradesh,Alluri Sitharama Raju,745,Ananthagiri,4845,Goppulapalem,గొప్పులపాలెం,authoritative,584393,531030,,
Andhra Pradesh,Alluri Sitharama Raju,745,Hukumpeta,4846,Goppulapalem,గొప్పులపాలెం,authoritative,584572,531077,,
Andhra Pradesh,Anakapalli,744,Madugula,4857,Goppulapalem,గొప్పులపాలెం,authoritative,585871,531027,,
Andhra Pradesh,Polavaram,791,Gurthedu,7562,Goppulathotamamidi,గొప్పులతోటమామిడి,authoritative,586678,533483,,
Andhra Pradesh,Krishna,510,Pamidimukkala,5026,Gopuvanipalem,గోపువానిపాలెం,authoritative,589534,521256,,
Andhra Pradesh,Krishna,510,Machilipatnam North,7429,Gopuvanipalem,గోపువానిపాలెం,authoritative,589727,521002,,
Andhra Pradesh,Parvathipuram Manyam,743,Gummalakshmipuram,4808,Gorada,గోరాడ,transliterated,581902,535523,,
Andhra Pradesh,Alluri Sitharama Raju,745,G.Madugula,4848,Goradalu,గోరాడాలు,transliterated,585090,531029,,
Andhra Pradesh,West Godavari,523,Palacoderu,4977,Goraganamudi,గోరగణముడి,transliterated,588634,534244,,
Andhra Pradesh,Polavaram,791,Gangavaram,4894,Goragommi,గొరగొమ్మి,transliterated,587095,533284,,
Andhra Pradesh,Polavaram,791,Maredumilli,4884,Goramamidi,గొరమామిడి,authoritative,586586,533288,,
Andhra Pradesh,Polavaram,791,Y. Ramavaram,4886,Goramanda,గొరమంద,transliterated,586715,533483,,
Andhra Pradesh,Palnadu,751,Sattenapalli,5058,Gorantla,గోరంట్ల,authoritative,590024,522410,,
Andhra Pradesh,Kurnool,511,Kodumur,5269,Gorantla,గోరంట్ల,authoritative,594047,518467,,
Andhra Pradesh,Sri Sathya Sai,754,Gorantla,5362,Gorantla,గోరంట్ల,authoritative,595519,515231,,
Andhra Pradesh,Guntur,506,Guntur East,6833,Gorantla (Part),గోరంట్ల (పార్ట్),transliterated,590241,522034,,
Andhra Pradesh,Annamayya,753,Kambhamvaripalle,5372,Gorantlapalle,గొరంత్లపల్లె,transliterated,595695,517213,,
Andhra Pradesh,Visakhapatnam,520,Pendurthi,4862,Gorapalle,గొరపల్లె,transliterated,586060,531173,,
Andhra Pradesh,Anakapalli,744,Rambilli,4883,Gorapudi,గొరపుది,transliterated,586513,531061,,
Andhra Pradesh,Alluri Sitharama Raju,745,Dumbriguda,4843,Gorapur,గోరాపూర్,authoritative,583873,531151,,
Andhra Pradesh,Parvathipuram Manyam,743,Gummalakshmipuram,4808,Gorati,గొరటి,transliterated,581843,535523,,
Andhra Pradesh,Alluri Sitharama Raju,745,Peda Bayalu,4842,Gorcheri,గోర్చేరి,transliterated,583842,531040,,
Andhra Pradesh,Y.S.R. Kadapa,504,Jammalamadugu,5215,Goriganur,గొరిగనూరు,authoritative,593149,516434,,
Andhra Pradesh,Bapatla,750,Bhattiprolu,5089,Gorigapudi,గొరిగపూడి,transliterated,590430,522265,,
Andhra Pradesh,Palnadu,751,Nadendla,5069,Gorijavolu,గొరిజవోలు,authoritative,590174,522549,,
Andhra Pradesh,Guntur,506,Pedanandipadu,5082,Gorijavoluguntapalem,గొరిజవొలుగుంతపాలెం,transliterated,590341,522015,,
Andhra Pradesh,Srikakulam,519,Ponduru,4803,Gorinta,గోరింట,authoritative,581559,532168,,
Andhra Pradesh,Visakhapatnam,520,Anandapuram,4863,Gorinta,గోరింట,authoritative,586094,535183,,
Andhra Pradesh,Kakinada,746,Peddapuram,4903,Gorinta,గోరింట,authoritative,587353,533433,,
Andhra Pradesh,West Godavari,523,Palacole,4988,Gorintada,గోరింటాడ,authoritative,588785,534250,,
Andhra Pradesh,Chittoor,503,Ramakuppam,5428,Gorivimakulapalle,గోరివిమాకులపల్లె,transliterated,596982,517401,,
Andhra Pradesh,Parvathipuram Manyam,743,Kurupam,4809,Gorjapadu,గొర్జపాడు,authoritative,581956,535534,,
Andhra Pradesh,Vizianagaram,521,Bobbili,4816,Gorla Seetharampuram,గోర్ల సీతారాంపురం,transliterated,582343,535559,,
Andhra Pradesh,Annamayya,753,Rayachoti,5239,Gorlamudiveedu,గొర్లముడివీడు,authoritative,593531,516269,,
Andhra Pradesh,Vizianagaram,521,Nellimarla,4837,Gorlapeta,గొర్లపేట,transliterated,583141,535218,,
Andhra Pradesh,Vizianagaram,521,Gurla,4828,Gorlapeta Jagannadhapuram,గొర్లపేట జగన్నాధపురం,authoritative,582858,535218,,
Andhra Pradesh,Parvathipuram Manyam,743,Komarada,4807,Gorlemma,గొర్లెమ్మ,transliterated,581734,535521,,
Andhra Pradesh,Parvathipuram Manyam,743,Jiyyammavalasa,4810,Gorli,గొర్లి,authoritative,582062,535594,,
Andhra Pradesh,Tirupati,752,Pakala,5396,Gorpadu,గోర్పాడు,authoritative,596195,517112,,
Andhra Pradesh,Alluri Sitharama Raju,745,Ananthagiri,4845,Gorregommu,గొర్రెగొమ్ము,transliterated,584295,531151,,
Andhra Pradesh,Alluri Sitharama Raju,745,Munchingi Puttu,4841,Gorrelametta,గొర్రెలమెత్త,authoritative,583480,531040,,
Andhra Pradesh,Alluri Sitharama Raju,745,Chinthapalli,4849,Gorrelametta,గొర్రెలమెత్త,authoritative,585167,531111,,
Andhra Pradesh,Alluri Sitharama Raju,745,Gudem Kotha Veedhi,4850,Gorrelova,గొర్రెలోవా,transliterated,585426,531133,,
Andhra Pradesh,Alluri Sitharama Raju,745,G.Madugula,4848,Gorrilaputtu,గొర్రిలపుట్టు,transliterated,585068,531029,,
Andhra Pradesh,Kakinada,746,Karapa,4922,Gorripudi,గొర్రిపూడి,authoritative,587602,533468,,
Andhra Pradesh,Kakinada,746,U.Kothapalli,4912,Gorsa,గొర్స,authoritative,587487,533450,,
Andhra Pradesh,Markapuram,790,Tarlupadu,5118,Gorugunthala Padu,గొరుగుంతలపాడు,authoritative,590897,523332,,
Andhra Pradesh,Nandyal,755,Panyam,5280,Gorukallu,గోరుకల్లు,authoritative,594247,518511,,
Andhra Pradesh,Anakapalli,744,Devarapalli,4859,Gorupalem,గోరుపాలెం,transliterated,585961,531030,,
Andhra Pradesh,Alluri Sitharama Raju,745,Chinthapalli,4849,Gosaigondhi,గొసైగొంధి,transliterated,585178,531111,,
Andhra Pradesh,Krishna,510,Penamaluru,5024,Gosala,గోసాల,transliterated,589507,521151,,
Andhra Pradesh,Srikakulam,519,Ranastalam,4805,Gosam,గోసం,authoritative,581657,532403,,
Andhra Pradesh,Ntr,749,Gampalagudem,4996,Gosaveedu,గొసవీదు,transliterated,588949,521403,,
Andhra Pradesh,Vizianagaram,521,Gurla,4828,Goshada,గోషాడ,authoritative,582853,535217,,
Andhra Pradesh,Markapuram,790,Pedacherlo Palle,5144,Gosigundala,గోసిగుండాలా,transliterated,591430,523117,,
Andhra Pradesh,Nandyal,755,Gospadu,5287,Gospadu,గోస్పాడు,authoritative,594349,518674,,
Andhra Pradesh,Prakasam,517,Marripudi,5129,Gosukonda Agraharam,గోసుకొండ అగ్రహారం,transliterated,591095,523240,,
Andhra Pradesh,Markapuram,790,Kanigiri,5136,Gosulaveedu,గొసులవీదు,transliterated,591272,523254,,
Andhra Pradesh,Prakasam,517,Tangutur,5141,Gosuvandla Kattubadi,గోసువండ్ల కట్టుబడి,transliterated,591360,523272,,
Andhra Pradesh,Alluri Sitharama Raju,745,Hukumpeta,4846,Gotchari,గోట్చారి,transliterated,584453,531077,,
Andhra Pradesh,West Godavari,523,Iragavaram,4979,Goteru,గోటేరు,authoritative,588655,534217,,
Andhra Pradesh,Kurnool,511,Kowthalam,5252,Gothuladoddi,గొథులదొద్ది,transliterated,593776,518344,,
Andhra Pradesh,Parvathipuram Manyam,743,Kurupam,4809,Gotikuppa,గోతికుప్ప,authoritative,582012,535524,,
Andhra Pradesh,Srikakulam,519,Jalumuru,4792,Gotivada,గొటివాడ,authoritative,581132,532432,,
Andhra Pradesh,Parvathipuram Manyam,743,Kurupam,4809,Gotivada,గొటివాడ,authoritative,582005,535524,,
Andhra Pradesh,Anakapalli,744,Madugula,4857,Gotivada Agraharam,గోటివాడ అగ్రహారం,transliterated,585915,531027,,
Andhra Pradesh,Markapuram,790,Konakanamitla,5119,Gotlagattu,గొట్లగట్టు,authoritative,590951,523246,,
Andhra Pradesh,Polavaram,791,Rampachodavaram,4895,Gotlagudem,గొట్లగూడెం,authoritative,587195,533288,,
Andhra Pradesh,Tirupati,752,Venkatagiri,5187,Gotlagunta,గొట్లగుంట,transliterated,592367,524132,,
Andhra Pradesh,Vizianagaram,521,Bondapalli,4829,Gotlam,గొట్లం,authoritative,582901,535003,,
Andhra Pradesh,Anakapalli,744,K.Kotapadu,4860,Gotlam,గొట్లం,authoritative,586027,535183,,
Andhra Pradesh,Y.S.R. Kadapa,504,Chakrayapet,5234,Gotlamitta,గొట్లమిట్ట,authoritative,593478,516128,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Kodavalur,5169,Gotlapalem,గొట్లపాలెం,transliterated,591898,524317,,
Andhra Pradesh,Nandyal,755,Chagalamarri,5303,Gotlur,గొట్లూరు,authoritative,594633,518553,,
Andhra Pradesh,Sri Sathya Sai,754,Dharmavaram,5336,Gotlur,గొట్లూరు,authoritative,595154,515672,,
Andhra Pradesh,Vizianagaram,521,Garividi,4826,Gotnandi,గోట్నండి,transliterated,582768,535128,,
Andhra Pradesh,Srikakulam,519,Hiramandalam,4783,Gotta,గొత్త,authoritative,580707,532459,,
Andhra Pradesh,Parvathipuram Manyam,743,Palakonda,4784,Gottamangala Puram,గొట్టమంగళ పురం,transliterated,580771,532440,,
Andhra Pradesh,Tirupati,752,Balayapalli,5188,Gottikadu,గొట్టికాడు,transliterated,592399,524131,,
Andhra Pradesh,Polavaram,791,Addateegala,4887,Gottilapadu,గొత్తిలపదు,transliterated,586792,533436,,
Andhra Pradesh,Palnadu,751,Gurajala,5044,Gottimukkala,గొట్టిముక్కల,transliterated,589839,522415,,
Andhra Pradesh,Markapuram,790,Markapuram,5115,Gottipadia,గొట్టిపడియ,authoritative,590855,523329,,
Andhra Pradesh,Alluri Sitharama Raju,745,Ananthagiri,4845,Gottipadu,గొట్టిపాడు,authoritative,584140,535273,,
Andhra Pradesh,Palnadu,751,Chilakaluripet H/O.Purushotha Patnam,5070,Gottipadu,గొట్టిపాడు,authoritative,590190,522616,,
Andhra Pradesh,Guntur,506,Prathipadu,5081,Gottipadu,గొట్టిపాడు,authoritative,590329,522019,,
Andhra Pradesh,Palnadu,751,Veldurthy,5041,Gottipalla,గొట్టిపాళ్ళ,authoritative,589811,522613,,
Andhra Pradesh,Srikakulam,519,Meliaputti,4774,Gottipalle,గొట్టిపల్లి,authoritative,580236,532203,,
Andhra Pradesh,Srikakulam,519,Laxminarasupeta,4787,Gottipalle,గొట్టిపల్లి,authoritative,580866,532459,,
Andhra Pradesh,Srikakulam,519,Narasannapeta,4799,Gottipalle,గొట్టిపల్లి,authoritative,581448,532421,,
Andhra Pradesh,Vizianagaram,521,Merakamudidam,4822,Gottipalle,గొట్టిపల్లి,authoritative,582618,535102,,
Andhra Pradesh,Visakhapatnam,520,Anandapuram,4863,Gottipalle,గొట్టిపల్లి,authoritative,586080,531219,,
Andhra Pradesh,Tirupati,752,Naidupet,5194,Gottiprolu,గొట్టిప్రొలు,authoritative,592645,524127,,
Andhra Pradesh,Tirupati,752,Thottambedu,5379,Gottipudi,గొట్టిపూడి,authoritative,595874,517536,,
Andhra Pradesh,Parvathipuram Manyam,743,Garugubilli,4811,Gottivalasa,గొట్టివలస,authoritative,582109,535463,,
Andhra Pradesh,Polavaram,791,Yetapaka,6063,Gottugudem,గొత్తుగూడెం,transliterated,579017,533352,,
Andhra Pradesh,Ntr,749,Kanchikacherla,5007,Gottumukkala,గొట్టుముక్కల,authoritative,589154,521180,,
Andhra Pradesh,Parvathipuram Manyam,743,Pachipenta,4818,Gotturu,గొట్టూరు,transliterated,582474,535591,,
Andhra Pradesh,Ananthapuramu,502,Kudair,5323,Gotukur,గొటుకూరు,authoritative,594976,515711,,
Andhra Pradesh,Y.S.R. Kadapa,504,Thondur,5221,Gotur,గోటూరు,authoritative,593254,516391,,
Andhra Pradesh,Y.S.R. Kadapa,504,Vallur,5225,Gotur,గోటూరు,authoritative,593328,516293,,
Andhra Pradesh,Chittoor,503,Baireddipalle,5423,Gounithimmepalle,గౌనిథిమ్మెపల్లె,transliterated,596755,517415,,
Andhra Pradesh,Bapatla,750,Amarthalur,5086,Govada,గోవాడ,authoritative,590398,522325,,
Andhra Pradesh,Kurnool,511,Veldurthy,5278,Govardhanagiri,గోవర్ధనగిరి,authoritative,594233,518216,,
Andhra Pradesh,Srikakulam,519,Saravakota,4788,Govardhanapuram,గోవర్ధనపురం,authoritative,580933,532214,,
Andhra Pradesh,Tirupati,752,Obulavaripalle,5248,Govindampalle,గోవిందంపల్లె,authoritative,593700,516108,,
Andhra Pradesh,Nandyal,755,Uyyalawada,5302,Govindapalle,గోవిందపల్లె,authoritative,594610,518155,,
Andhra Pradesh,Chittoor,503,Ramakuppam,5428,Govindapalle,గోవిందపల్లె,authoritative,597005,517401,,
Andhra Pradesh,Srikakulam,519,Mandasa,4776,Govindapuram,గోవిందాపురం,authoritative,580340,532242,,
Andhra Pradesh,Srikakulam,519,Vajrapukotturu,4781,Govindapuram,గోవిందాపురం,authoritative,580559,532218,,
Andhra Pradesh,Srikakulam,519,Santhabommali,4790,Govindapuram,గోవిందాపురం,authoritative,581038,532195,,
Andhra Pradesh,Vizianagaram,521,Santhakaviti,4795,Govindapuram,గోవిందాపురం,authoritative,581290,532123,,
Andhra Pradesh,Vizianagaram,521,Poosapatirega,4838,Govindapuram,గోవిందాపురం,authoritative,583193,535204,,
Andhra Pradesh,Kakinada,746,Jaggampeta,4898,Govindapuram,గోవిందాపురం,authoritative,587244,533435,,
Andhra Pradesh,Palnadu,751,Chilakaluripet H/O.Purushotha Patnam,5070,Govindapuram,గోవిందాపురం,authoritative,590184,522611,,
Andhra Pradesh,Sri Sathya Sai,754,Madakasira,5350,Govindapuram,గోవిందాపురం,authoritative,595359,515291,,
Andhra Pradesh,Kakinada,746,Pithapuram,4911,Govindarajupalem,గొవిందరజుపాలెం,transliterated,587472,533433,,
Andhra Pradesh,Tirupati,752,Srikalahasti,5378,Govindaraopalle,గొవిందరావుపల్లె,authoritative,595811,517583,,
Andhra Pradesh,Chittoor,503,Thavanampalle,5418,Govindareddipalle,గోవిందరెడ్డిపల్లె,authoritative,596601,517129,,
Andhra Pradesh,Ananthapuramu,502,Bommanahal,5307,Govindawada,గొవిందవాడ,authoritative,594704,515812,,
Andhra Pradesh,Nandyal,755,Sirvel,5286,Govindpalle,గోవిందపల్లె,authoritative,594329,518563,,
Andhra Pradesh,Tirupati,752,Thottambedu,5379,Gowdamala,గౌడమల,transliterated,595898,517642,,
Andhra Pradesh,Sri Sathya Sai,754,Madakasira,5350,Gowdanahalli,గౌడనహళ్లి,transliterated,595353,515301,,
Andhra Pradesh,Kurnool,511,Kosigi,5251,Gowdegallu,గౌడేగల్లు,authoritative,593764,518313,,
Andhra Pradesh,Parvathipuram Manyam,743,Gummalakshmipuram,4808,Gowduguda,గౌడుగూడ,transliterated,581859,535523,,
Andhra Pradesh,Srikakulam,519,Mandasa,4776,Gowduguranti,గౌడుగురంటి,authoritative,580301,532264,,
Andhra Pradesh,Kakinada,746,Sankhavaram,4892,Gowrampeta,గౌరంపేట,transliterated,587036,533446,,
Andhra Pradesh,Ntr,749,Jaggaiahpeta,4991,Gowravaram,గౌరవరం,authoritative,588850,521178,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Kavali,5158,Gowravaram,గౌరవరం,authoritative,591721,524142,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Ananthasagaram,5173,Gowravaram,గౌరవరం,authoritative,591966,524302,,
Andhra Pradesh,Polavaram,791,Yetapaka,6063,Gowridevi Peta,గౌరీదేవి పెటా,transliterated,579080,533351,,
Andhra Pradesh,Anakapalli,744,Chodavaram,4872,Gowripatnam,గౌరీపట్నం,transliterated,586215,531036,,
Andhra Pradesh,East Godavari,505,Devarapalle,4957,Gowripatnam,గౌరీపట్నం,transliterated,588264,534313,,
Andhra Pradesh,Parvathipuram Manyam,743,Jiyyammavalasa,4810,Gowripuram,గౌరీపురం,transliterated,582083,535525,,
Andhra Pradesh,Parvathipuram Manyam,743,Balijipeta,4815,Gowripuram,గౌరీపురం,transliterated,582282,535557,,
Andhra Pradesh,Sri Sathya Sai,754,Gorantla,5362,Gowrivaripalle,గౌరివారిపల్లె,transliterated,595533,515231,,
Andhra Pradesh,Alluri Sitharama Raju,745,Chinthapalli,4849,Goyyalametta,గొయ్యలమెట్ట,authoritative,585247,531111,,
Andhra Pradesh,Alluri Sitharama Raju,745,G.Madugula,4848,Goyyigunta,గొయ్యిగుంట,transliterated,584930,531029,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Allur,5167,Graddagunta,గ్రద్దగుంట,authoritative,591879,524315,,
Andhra Pradesh,Tirupati,752,Tada,5198,Graddagunta,గ్రద్దగుంట,authoritative,592780,524121,,
Andhra Pradesh,Vizianagaram,521,Bondapalli,4829,Grahapati Agraharam,గ్రహపతి అగ్రహారం,transliterated,582877,535260,,
Andhra Pradesh,Ananthapuramu,502,Rayadurg,5305,Gramadatla,గ్రామదట్ల,authoritative,594663,515865,,
Andhra Pradesh,Chittoor,503,Chittoor Urban,7427,Greamspeta,గ్రీమ్స్పేట,transliterated,930503,517002,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Sydapuram,5185,Griddalur,గ్రిద్దలూరు,authoritative,592249,524409,,
Andhra Pradesh,Nandyal,755,Allagadda,5298,Gubagundam,గుబగుండం,authoritative,594535,518543,,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,747,Allavaram,4940,Gudala,గుడాల,authoritative,587862,533218,,
Andhra Pradesh,Tirupati,752,Varadaiahpalem,5381,Gudalavaripalem,గూడలవారిపాలెం,authoritative,595944,517541,,
Andhra Pradesh,Alluri Sitharama Raju,745,Munchingi Puttu,4841,Gudamaliputtu,గుదమలిపుత్తు,transliterated,583422,531040,,
Andhra Pradesh,Parvathipuram Manyam,743,Seethampeta,4770,Gudangi,గుడంగి,transliterated,579952,532443,,
Andhra Pradesh,Krishna,510,Movva,5032,Gudapadu,గూడపాడు,authoritative,589688,521135,,
Andhra Pradesh,Alluri Sitharama Raju,745,Koyyuru,4851,Gudapalle,గూడపల్లి,authoritative,585578,531087,,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,747,Malikipuram,4938,Gudapalle,గూడపల్లి,authoritative,587849,533244,,
Andhra Pradesh,Annamayya,753,Pileru,5386,Gudarevupalle,గూడరేవుపల్లె,authoritative,596058,517214,,
Andhra Pradesh,Srikakulam,519,Palasa,4775,Gudari,గుడారి,transliterated,930884,532221,,
Andhra Pradesh,Ntr,749,Vijayawada (Rural),5011,Gudavalli,గూడవల్లి,authoritative,589214,521104,,
Andhra Pradesh,Bapatla,750,Cherukupalli,5090,Gudavalli,గూడవల్లి,authoritative,590442,522259,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Kondapuram,5156,Gudavalluru (Kondapuram),గుడవల్లూరు (కొండాపురం),transliterated,591674,524239,,
Andhra Pradesh,Parvathipuram Manyam,743,Komarada,4807,Guddam,గుడ్డం,transliterated,581750,535521,,
Andhra Pradesh,East Godavari,505,Gopalapuram,4951,Guddigudem,గుడ్డిగూడెం,authoritative,588136,534316,,
Andhra Pradesh,Vizianagaram,521,Gurla,4828,Gudem,గూడెం (శ్రీకాకుళం మండలం),authoritative,582844,535220,,
Andhra Pradesh,Alluri Sitharama Raju,745,Ananthagiri,4845,Gudem,గూడెం (శ్రీకాకుళం మండలం),authoritative,584157,531151,,
Andhra Pradesh,Alluri Sitharama Raju,745,Gudem Kotha Veedhi,4850,Gudem Colony,గూడెం కోలని,authoritative,585532,531133,,
Andhra Pradesh,Alluri Sitharama Raju,745,Gudem Kotha Veedhi,4850,Gudem Kotha Veedhi,గూడెం కొత్తవీధి,authoritative,585486,531133,,
Andhra Pradesh,Ntr,749,Veerullapadu,4994,Gudem Madhavaram,గూడెం మాధవరం,authoritative,588900,521181,,
Andhra Pradesh,Alluri Sitharama Raju,745,Gudem Kotha Veedhi,4850,Gudem Patha Veedhi,గూడెం పాత వీధి,authoritative,585478,531133,,
Andhra Pradesh,Y.S.R. Kadapa,504,Jammalamadugu,5215,Gudemcheruvu,గూడెంచెరువు,authoritative,593139,516434,,
Andhra Pradesh,Srikakulam,519,Laveru,4804,Gudemgolugula Valasa,గూడెంగొలుగుల వలస,transliterated,581619,532407,,
