State,District,District Code,Mandal,Mandal Code,Village,Village (Native),Native Source,Village Code,Pincode,Category,Status
Andhra Pradesh,Sri Sathya Sai,754,Tadimarri,5338,(Shro) Thirumalapuram,(ష్రో) తిరుమలాపురం,transliterated,595183,515631,,
Andhra Pradesh,Guntur,506,Phirangipuram,5072,113 Thalluru,113 తాళ్ళూరు,authoritative,590214,522529,,
Andhra Pradesh,Alluri Sitharama Raju,745,Paderu,4847,14 Mile Stone,14వ మైలు రాయి,authoritative,584792,531024,,
Andhra Pradesh,Palnadu,751,Pedakurapadu,5057,75-Tyallur,75-త్యాల్లూరు,authoritative,590010,522436,,
Andhra Pradesh,Kakinada,746,Thondangi,4901,A. Kothapalle,ఎ. కొత్తపల్లె,authoritative,587324,533408,,
Andhra Pradesh,Kakinada,746,Rowthulapudi,4891,A. Mallavaram,ఎ. మల్లవరం,authoritative,587007,533406,,
Andhra Pradesh,Polavaram,791,Devipatnam,4885,A. Veeravaram,ఎ. వీరవరం,authoritative,586631,533354,,
Andhra Pradesh,Alluri Sitharama Raju,745,G.Madugula,4848,A.Bandaveedhi,ఎ. బండవీధి,authoritative,584868,531029,,
Andhra Pradesh,Eluru,748,Unguturu,4962,A.Gokavaram,అ.గోకవరం,transliterated,588338,534416,,
Andhra Pradesh,Kurnool,511,Kallur,5258,A.Gokulapadu,ఏ.గోకులపాడు,authoritative,593886,518467,,
Andhra Pradesh,Kurnool,511,Alur,5274,A.Gonehal,ఎ. గోనెహాల్,authoritative,594152,518395,,
Andhra Pradesh,West Godavari,523,Akividu,4975,A.I.Bheemavaram,అ.ఇ.భీమవరం,transliterated,588600,534235,,
Andhra Pradesh,Ntr,749,Atlapragada Konduru,4998,A.Konduru,అ.కొందురు,transliterated,588988,521226,,
Andhra Pradesh,Annamayya,753,Chowdepalle,5413,A.Kothakota,ఏ.కొత్తకోట,authoritative,596522,517257,,
Andhra Pradesh,Y.S.R. Kadapa,504,B.Kodur,5209,A.Kothapalle,అ.కొత్తపల్లె,transliterated,593041,516228,,
Andhra Pradesh,Alluri Sitharama Raju,745,Munchingi Puttu,4841,A.Kotturu,అ.కొట్టూరు,transliterated,583553,531040,,
Andhra Pradesh,Alluri Sitharama Raju,745,Peda Bayalu,4842,A.Kummariputtu,అ.కుమ్మరిపుట్టు,transliterated,583632,531040,,
Andhra Pradesh,Y.S.R. Kadapa,504,Pendlimarry,5232,A.Ramachandrapuram,అ.రామచంద్రపురం,transliterated,593444,516217,,
Andhra Pradesh,Kakinada,746,Thondangi,4901,A.V.Nagaram,అ.వ్.నగరమ్,transliterated,587328,533449,,
Andhra Pradesh,Prakasam,517,Kotha Patnam,5140,Aaluru,ఆలూరు,transliterated,912408,523182,,
Andhra Pradesh,Tirupati,752,Sullurpeta,5197,Abaka,అబక,transliterated,592749,524121,,
Andhra Pradesh,Bapatla,750,Vemuru,5087,Abbanagudavalli,అబ్బనగూడవల్లి,authoritative,590410,522324,,
Andhra Pradesh,Guntur,506,Thulluru,5053,Abbarajupalem,అబ్బరాజుపాలెం,authoritative,589963,522237,,
Andhra Pradesh,Annamayya,753,Rayachoti,5239,Abbavaram,అబ్బవరం,authoritative,593537,516269,,
Andhra Pradesh,Prakasam,517,Darsi,5114,Abbaya Palem,అబ్బాయా పాలెం,transliterated,590808,523304,,
Andhra Pradesh,Ananthapuramu,502,Gooty,5310,Abbedoddi,అబ్బెదొడ్డి,authoritative,594753,515401,,
Andhra Pradesh,Palnadu,751,Sattenapalli,5058,Abburu,అబ్బూరు,authoritative,590029,522402,,
Andhra Pradesh,Y.S.R. Kadapa,504,Badvel,5210,Abbusahebpeta,అబ్బూసాహెబ్ పేట,authoritative,593058,516227,,
Andhra Pradesh,Nandyal,755,Velugodu,5282,Abdullapuram,అబ్దుల్లాపురం,authoritative,594281,518533,,
Andhra Pradesh,Nandyal,755,Kolimigundla,5301,Abdullapuram,అబ్దుల్లాపురం,authoritative,594590,518123,,
Andhra Pradesh,Polavaram,791,Kunavaram,4731,Abicherla,అబిచర్ల,transliterated,579095,533347,,
Andhra Pradesh,Parvathipuram Manyam,743,Kurupam,4809,Abiri,అబిరి,transliterated,582026,535534,,
Andhra Pradesh,Srikakulam,519,Ganguvarisigadam,4797,Abothulapeta,అబోతులపేట,transliterated,581359,532168,,
Andhra Pradesh,Tirupati,752,Pakala,5396,Achamma Agraharam,అచ్చమ్మ అగ్రహారం,authoritative,596202,517112,,
Andhra Pradesh,West Godavari,523,Achanta,4981,Achanta,ఆచంట,authoritative,588688,534123,,
Andhra Pradesh,West Godavari,523,Achanta,4981,Achanta Vemavaram,ఆచంట వేమవరం,authoritative,588695,534267,,
Andhra Pradesh,Tirupati,752,Ozili,5189,Acharlaparlapalle,ఆచార్లపర్లపల్లె,transliterated,592451,524402,,
Andhra Pradesh,Eluru,748,Kaikaluru,5016,Achavaram,ఆచవరం,authoritative,589336,521333,,
Andhra Pradesh,Tirupati,752,Sullurpeta,5197,Achukatla,అచ్చుకట్ల,transliterated,592726,524123,,
Andhra Pradesh,Polavaram,791,Yetapaka,6063,Achuthapuram,అచ్యుతాపురం,authoritative,579074,533351,,
Andhra Pradesh,Sri Sathya Sai,754,Penukonda,5356,Adadakulapalle,ఆడదాకులపల్లె,transliterated,595434,515124,,
Andhra Pradesh,Alluri Sitharama Raju,745,Gudem Kotha Veedhi,4850,Adagarapalle,అదగరపల్లె,transliterated,585450,531133,,
Andhra Pradesh,Alluri Sitharama Raju,745,Koyyuru,4851,Adakula,అడకుల,transliterated,585688,531087,,
Andhra Pradesh,Alluri Sitharama Raju,745,Munchingi Puttu,4841,Adalaputtu,అదలపుత్తు,transliterated,583375,531040,,
Andhra Pradesh,Parvathipuram Manyam,743,Seethampeta,4770,Adali,అడలి,transliterated,580046,532443,,
Andhra Pradesh,Srikakulam,519,Palasa,4775,Adanikothuru,అదానికోతురు,transliterated,930879,532221,,
Andhra Pradesh,Tirupati,752,Doravarisatram,5196,Adapamudi,అడపముడి,transliterated,592703,524123,,
Andhra Pradesh,Y.S.R. Kadapa,504,Nandalur,5243,Adapur,అడపూరు,authoritative,593580,516150,,
Andhra Pradesh,Tirupati,752,Kumara Venkata Bhupala Puram,5382,Adaram,అదరం,authoritative,595975,517643,,
Andhra Pradesh,Parvathipuram Manyam,743,Pachipenta,4818,Adaripadu,అదరిపదు,transliterated,582471,535592,,
Andhra Pradesh,Alluri Sitharama Raju,745,Munchingi Puttu,4841,Adarladi @ Mukki Puttu,అదర్లది @ ముక్కి పుత్తు,transliterated,583330,531040,,
Andhra Pradesh,Parvathipuram Manyam,743,Veeraghattam,4769,Adaru,అడారు,authoritative,579943,532460,,
Andhra Pradesh,Parvathipuram Manyam,743,Parvathipuram,4812,Adaru,అడారు,authoritative,582157,535527,,
Andhra Pradesh,Alluri Sitharama Raju,745,Araku Valley,4844,Adaru,అడారు,authoritative,584099,531149,,
Andhra Pradesh,Vizianagaram,521,Regidi Amadalavalasa,4786,Adavaram,ఆదవరం,authoritative,580833,532440,,
Andhra Pradesh,Tirupati,752,Kumara Venkata Bhupala Puram,5382,Adavaram,ఆదవరం,authoritative,595986,517643,,
Andhra Pradesh,Chittoor,503,Kuppam,5427,Adavi Budugur,అడవి బుడుగూరు,authoritative,596972,517425,,
Andhra Pradesh,Eluru,748,Nidamarru,4968,Adavikolanu,అడవికోలను,transliterated,588481,534198,,
Andhra Pradesh,Chittoor,503,Kuppam,5427,Adavimulakapalle,అదవిములకపల్లె,transliterated,596963,517425,,
Andhra Pradesh,Visakhapatnam,520,Visakhapatnam (Rural),4866,Adavivaram,అడవివరం,transliterated,929891,530028,,
Andhra Pradesh,Bapatla,750,Nizampatnam,5094,Adavuladeevi,అడవులదీవి,transliterated,590483,522262,,
Andhra Pradesh,Krishna,510,Pamarru,5028,Addada,అడ్డాడ,authoritative,589575,521390,,
Andhra Pradesh,Parvathipuram Manyam,743,Seethampeta,4770,Addakulaguda,అడ్డాకులగూడ,authoritative,580041,532443,,
Andhra Pradesh,Y.S.R. Kadapa,504,Chakrayapet,5234,Addalamarri,అద్దాలమర్రి,authoritative,593463,516128,,
Andhra Pradesh,Anakapalli,744,Kasimkota,4876,Addam,అడ్డాం,authoritative,586322,531031,,
Andhra Pradesh,Parvathipuram Manyam,743,Gummalakshmipuram,4808,Addangijangidi Bhadra,అద్దంగిజంగిదీ భద్ర,authoritative,581821,535523,,
Andhra Pradesh,Prakasam,517,Addanki,5112,Addanki (North) (U),అడ్డంకి (నార్త్) (ఉ),transliterated,590769,523201,,
Andhra Pradesh,Prakasam,517,Addanki,5112,Addanki (South) (U),అడ్డంకి (సౌత్) (ఉ),transliterated,590777,523201,,
Andhra Pradesh,East Godavari,505,Kapileswarapuram,4928,Addankivari Lanka,అద్దంకివరి లంక,transliterated,912445,533228,,
Andhra Pradesh,Parvathipuram Manyam,743,Parvathipuram,4812,Addapuseela,అడ్డపుశీల,authoritative,582146,535502,,
Andhra Pradesh,Polavaram,791,Maredumilli,4884,Addarivalasa,అద్దరివలస,transliterated,586545,533295,,
Andhra Pradesh,Polavaram,791,Addateegala,4887,Addateegala,అడ్డతీగల,authoritative,586842,533428,,
Andhra Pradesh,Alluri Sitharama Raju,745,Ananthagiri,4845,Addategela,అద్దతెగెల,transliterated,584320,535145,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Chillakur,5190,Addepalle,అద్దెపల్లె,transliterated,592508,524412,,
Andhra Pradesh,Bapatla,750,Bhattiprolu,5089,Addepalli,అద్దెపల్లి,transliterated,590425,522256,,
Andhra Pradesh,Tirupati,752,Chittamur,5193,Addepudi,అద్దేపూడి,authoritative,592582,524127,,
Andhra Pradesh,Alluri Sitharama Raju,745,G.Madugula,4848,Addulu,అద్దులు,transliterated,585042,531029,,
Andhra Pradesh,Alluri Sitharama Raju,745,Araku Valley,4844,Addumanda,అడ్డుమంద,transliterated,583973,531149,,
Andhra Pradesh,Alluri Sitharama Raju,745,Hukumpeta,4846,Addumanda,అద్దుమంద,transliterated,584533,531077,,
Andhra Pradesh,Anakapalli,744,Chodavaram,4872,Adduru,అడ్డూరు,authoritative,586209,531035,,
Andhra Pradesh,Parvathipuram Manyam,743,Parvathipuram,4812,Adduruvalasa,అడ్డూరువలస,authoritative,582142,535522,,
Andhra Pradesh,Tirupati,752,Pakala,5396,Adenapalle,అదేనపల్లె,transliterated,596199,517112,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Sydapuram,5185,Adhvanna Punarayanakattubadi,అధ్వన్న పునరాయణకట్టుబడి,transliterated,592258,524407,,
Andhra Pradesh,Palnadu,751,Durgi,5042,Adigoppula,అడిగొప్పుల,authoritative,589827,522612,,
Andhra Pradesh,Chittoor,503,Gudipala,5431,Adilakshmamba Puram,ఆదిలక్ష్మాంబ పురం,authoritative,597068,517132,,
Andhra Pradesh,Srikakulam,519,Pathapatnam,4773,Adinarayanapeta,ఆదినారాయణపేట,transliterated,580131,532213,,
Andhra Pradesh,Bapatla,750,Bapatla,5093,Adivi,అదివి,transliterated,590476,522101,,
Andhra Pradesh,Ananthapuramu,502,Settur,5332,Adivigollapalle,అదివిగొల్లపల్లె,transliterated,595112,515761,,
Andhra Pradesh,Anakapalli,744,Nathavaram,4852,Adivikamayya Agraharam,ఆదివికమయ్యా అగ్రహారం,transliterated,585718,531115,,
Andhra Pradesh,Eluru,748,Agiripalli,5005,Adivinekkalam,అడివినెక్కలం,transliterated,589117,521212,,
Andhra Pradesh,Ntr,749,Nandigama,4993,Adiviravulapadu,అడివిరావులపాడు,authoritative,588876,521185,,
Andhra Pradesh,Kurnool,511,Adoni,5271,Adoni,ఆదోని,authoritative,930540,518301,,
Andhra Pradesh,Polavaram,791,Gurthedu,7562,Adupulametta,అదుపులమెట్ట,transliterated,586667,533483,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Rapur,5175,Adurupalle,అదురుపల్లె,authoritative,592018,524342,,
Andhra Pradesh,Bapatla,750,Parchur,5108,Adusumalle,అదుసుమల్లె,transliterated,590717,523169,,
Andhra Pradesh,Tirupati,752,Renigunta,5376,Adusupalem,అదుసుపాలెం,transliterated,595759,517520,,
Andhra Pradesh,Srikakulam,519,Saravakota,4788,Agadala,అగడాల,transliterated,580935,532426,,
Andhra Pradesh,Eluru,748,Bheemadole,4963,Agadallanka,అగదల్లంక,authoritative,588362,534427,,
Andhra Pradesh,Y.S.R. Kadapa,504,Thondur,5221,Agadur,అగడూరు,authoritative,593243,516421,,
Andhra Pradesh,Sri Sathya Sai,754,Agali,5354,Agali,ఆగళి,authoritative,595406,515311,,
Andhra Pradesh,Alluri Sitharama Raju,745,G.Madugula,4848,Agampadu,అగంపాడు,authoritative,584901,531029,,
Andhra Pradesh,Visakhapatnam,520,Gajuwaka,4869,Aganampudi,ఆగనంపూడి,transliterated,929931,530053,,
Andhra Pradesh,Tirupati,752,Chandragiri,5384,Agarala,అగరాల,authoritative,596032,517102,,
Andhra Pradesh,Chittoor,503,Nindra,5404,Agaram,అగరం,authoritative,596363,517591,,
Andhra Pradesh,Chittoor,503,Gudupalle,5426,Agaram,అగరం,authoritative,596876,517426,,
Andhra Pradesh,Chittoor,503,Gangadhara Nellore,5420,Agaramangalam,అగరమంగళం,authoritative,596670,517125,,
Andhra Pradesh,Srikakulam,519,Nandigam,4782,Agarlagokarla Palle,అగర్లగోకర్ల పల్లె,transliterated,580590,532220,,
Andhra Pradesh,West Godavari,523,Palacole,4988,Agarru,అగర్రు,authoritative,588784,534250,,
Andhra Pradesh,Alluri Sitharama Raju,745,Peda Bayalu,4842,Agaruveedhi,అగరువీధి,transliterated,583793,531040,,
Andhra Pradesh,Kurnool,511,Kowthalam,5252,Agasaladinne,అగసాలదిన్నె,authoritative,593791,518344,,
Andhra Pradesh,Kurnool,511,Kosigi,5251,Agasanur,అగసనూరు,authoritative,593750,518313,,
Andhra Pradesh,Guntur,506,Pedakakani,5075,Agatha Varappadu,అగత వరప్పాడు,transliterated,590253,522509,,
Andhra Pradesh,Kurnool,511,Krishnagiri,5277,Agaveli,అగవేలి,authoritative,594204,518225,,
Andhra Pradesh,Anakapalli,744,Golugonda,4853,Agency Laxmipuram,అగెంచ్య్ లక్స్మిపురం,transliterated,585756,531084,,
Andhra Pradesh,Krishna,510,Pamidimukkala,5026,Aginiparru,అగినిపర్రు,authoritative,589547,521250,,
Andhra Pradesh,Palnadu,751,Ipuru,5065,Agnigundala,అగ్నిగుండాల,authoritative,590127,522647,,
Andhra Pradesh,West Godavari,523,Ganapavaram,4974,Agraharagopavaram,అగ్రహారగోపవరం,transliterated,588585,534197,,
Andhra Pradesh,Alluri Sitharama Raju,745,Gudem Kotha Veedhi,4850,Agraharam,అగ్రహారం,authoritative,585390,531133,,
Andhra Pradesh,Alluri Sitharama Raju,745,Gudem Kotha Veedhi,4850,Agraharam,అగ్రహారం,authoritative,585479,531133,,
Andhra Pradesh,Alluri Sitharama Raju,745,Koyyuru,4851,Agraharam,అగ్రహారం,authoritative,585632,531087,,
Andhra Pradesh,Y.S.R. Kadapa,504,Simhadripuram,5217,Agraharam,అగ్రహారం,authoritative,593197,516454,,
Andhra Pradesh,Sri Sathya Sai,754,Bukkapatnam,5345,Agraharam,అగ్రహారం,authoritative,595280,515154,,
Andhra Pradesh,Annamayya,753,Pileru,5386,Agraharam,అగ్రహారం,authoritative,596062,517214,,
Andhra Pradesh,Annamayya,753,Nimmanapalle,5393,Agraharam,అగ్రహారం,authoritative,596158,517280,,
Andhra Pradesh,Kakinada,746,Pithapuram,4911,Agraharam (R),అగ్రహరమ్ (ర్),transliterated,587467,533450,,
Andhra Pradesh,Sri Sathya Sai,754,Tanakal,5360,Agraharampalle,అగ్రహారంపల్లె,transliterated,595485,515581,,
Andhra Pradesh,Polavaram,791,Chinturu,4732,Agraharapu Koderu,అగ్రహారపు కోడేరు,transliterated,579181,533342,,
Andhra Pradesh,Vizianagaram,521,Rajam,4796,Aguru,ఆగూరు,authoritative,581309,532127,,
Andhra Pradesh,Vizianagaram,521,Mentada,4824,Aguru,ఆగూరు,authoritative,582727,535273,,
Andhra Pradesh,Polavaram,791,Chinturu,4732,Ahmmadalipeta,అహ్మ్మదలిపేట,transliterated,579167,533352,,
Andhra Pradesh,Nandyal,755,Allagadda,5298,Ahobilam,అహోబిలం,authoritative,594549,518543,,
Andhra Pradesh,Y.S.R. Kadapa,504,Pulivendula,5219,Ahobilapuram,అహోబిలాపురం,transliterated,930418,516391,,
Andhra Pradesh,Krishna,510,Pamarru,5028,Ainampudi,ఐనంపూడి,authoritative,589578,521356,,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,747,Mummidivaram,4932,Ainapuram,అయినాపురం,authoritative,587762,533216,,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,747,Ainavilli,4933,Ainavilli,ఐనవిల్లి,transliterated,587767,533211,,
Andhra Pradesh,Guntur,506,Thulluru,5053,Ainavolu,ఐనవోలు,transliterated,589968,522237,,
Andhra Pradesh,Anakapalli,744,Butchayyapeta,4873,Aithampudi,అయితంపూడి,authoritative,586254,531026,,
Andhra Pradesh,Parvathipuram Manyam,743,Balijipeta,4815,Ajjada,అజ్జాడ,authoritative,582278,535557,,
Andhra Pradesh,Krishna,510,Gannavaram,5012,Ajjampudi,అజ్జంపూడి,transliterated,589249,521101,,
Andhra Pradesh,West Godavari,523,Akividu,4975,Ajjamuru,అజ్జమూరు,authoritative,588597,534126,,
Andhra Pradesh,Srikakulam,519,Etcherla,4806,Ajjaram,అజ్జరం,authoritative,581713,532403,,
Andhra Pradesh,East Godavari,505,Peravali,4971,Ajjaram,అజ్జరం,authoritative,588533,534331,,
Andhra Pradesh,Parvathipuram Manyam,743,Pachipenta,4818,Ajuru,అజురు,transliterated,582440,535592,,
Andhra Pradesh,Chittoor,503,Puthalapattu,5410,Akanambattu,అక్కనంబట్టు,authoritative,596469,517124,,
Andhra Pradesh,Srikakulam,519,Santhabommali,4790,Akasalakkavaram,ఆకాశాలక్కవరం,transliterated,581028,532211,,
Andhra Pradesh,Markapuram,790,Racherla,5132,Akaveedu,ఆకవీడు,authoritative,591167,523372,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Anumasamudrampeta,5165,Akbarabad,అక్బరాబాద్,authoritative,591842,524234,,
Andhra Pradesh,Y.S.R. Kadapa,504,Rajampet,5246,Akepadu,ఆకేపాడు,transliterated,593660,516150,,
Andhra Pradesh,West Godavari,523,Akividu,4975,Akividu,ఆకివీడు,authoritative,588598,534235,,
Andhra Pradesh,Markapuram,790,Podili,5120,Akka Cheruvu,అక్కచెరువు,authoritative,590977,523245,,
Andhra Pradesh,Markapuram,790,Markapuram,5115,Akkacheruvu,అక్కచెరువు,authoritative,590854,523329,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Nellore Rural,5177,Akkacheruvupadu,అక్కచెరువుపాడు,transliterated,592092,524004,,
Andhra Pradesh,Sri Sathya Sai,754,Agali,5354,Akkagaladevarahalli,అక్కగలదేవరహళ్లి,transliterated,595401,515321,,
Andhra Pradesh,Ananthapuramu,502,Pamidi,5315,Akkajampalle,అక్కజంపల్లె,transliterated,594847,515775,,
Andhra Pradesh,Y.S.R. Kadapa,504,Porumamilla,5208,Akkalreddipalle,అక్కలరెడ్డిపల్లె,authoritative,593004,516193,,
Andhra Pradesh,Prakasam,517,Darsi,5114,Akkamamba Puram,అక్కమాంబ పురం,transliterated,590835,523247,,
Andhra Pradesh,Tirupati,752,Venkatagiri,5187,Akkamambapuram,అక్కమాంబాపురం,transliterated,592338,524404,,
Andhra Pradesh,Y.S.R. Kadapa,504,T.Sundupalle,5238,Akkampalle,అక్కంపల్లె,transliterated,593520,516130,,
Andhra Pradesh,Y.S.R. Kadapa,504,Sri Avadhutha Kasinayana,5206,Akkampet,అక్కంపేట,transliterated,592977,516217,,
Andhra Pradesh,Eluru,748,Jangareddigudem,4953,Akkampeta,అక్కంపేట,authoritative,588175,534455,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Manubolu,5183,Akkampeta,అక్కంపేట,authoritative,592191,524405,,
Andhra Pradesh,Tirupati,752,Tada,5198,Akkampeta,అక్కంపేట,authoritative,592779,524121,,
Andhra Pradesh,Parvathipuram Manyam,743,Jiyyammavalasa,4810,Akkandoravalasa,అక్కందొరవలస,transliterated,582074,535594,,
Andhra Pradesh,Vizianagaram,521,Regidi Amadalavalasa,4786,Akkanna Agraharam,అక్కన్న అగ్రహారం,transliterated,580863,532440,,
Andhra Pradesh,Ntr,749,Tiruvuru,4997,Akkapalem,అక్కపాలెం,authoritative,588965,521235,,
Andhra Pradesh,Tirupati,752,Tirupati (Urban),5383,Akkarampalle (Ct),అక్కరంపల్లె (సీటీ),transliterated,596012,517507,,
Andhra Pradesh,Tirupati,752,Doravarisatram,5196,Akkarapaka,అక్కరపాక,authoritative,592696,524123,,
Andhra Pradesh,Vizianagaram,521,Santhakaviti,4795,Akkarapalle,అక్కరపల్లె,transliterated,581282,532123,,
Andhra Pradesh,Tirupati,752,Balayapalli,5188,Akkasamudram,అక్కసముద్రం,authoritative,592403,524404,,
Andhra Pradesh,Srikakulam,519,Tekkali,4789,Akkavaram,అక్కవరం,authoritative,580975,532203,,
Andhra Pradesh,Srikakulam,519,Ranastalam,4805,Akkayapalem,అక్కయపాలెం,authoritative,581683,532409,,
Andhra Pradesh,Y.S.R. Kadapa,504,Kadapa,5230,Akkayapalle,అక్కాయపల్లె,transliterated,930975,516001,,
Andhra Pradesh,Srikakulam,519,Kotabommali,4791,Akkayyavalasa,అక్కయ్యవలస,authoritative,581068,532195,,
Andhra Pradesh,Y.S.R. Kadapa,504,Sri Avadhutha Kasinayana,5206,Akkemgundla,అక్కెంగుండ్ల,transliterated,592974,516217,,
Andhra Pradesh,Eluru,748,Denduluru,4967,Akkireddigudem,అక్కిరెడ్డిగూడెం,authoritative,588452,534450,,
Andhra Pradesh,Eluru,748,Musunuru,5002,Akkireddigudem,అక్కిరెడ్డిగూడెం,authoritative,589036,521213,,
Andhra Pradesh,Visakhapatnam,520,Gajuwaka,4869,Akkireddypalem (U),అక్కిరెడ్డిపాలెం (ఉ),transliterated,929922,530012,,
Andhra Pradesh,Srikakulam,519,Saravakota,4788,Akkivalasa,అక్కివలస,authoritative,580938,532427,,
Andhra Pradesh,Srikakulam,519,Amadalavalasa,4798,Akkivalasa,అక్కివలస,authoritative,930802,532484,,
Andhra Pradesh,Srikakulam,519,Amadalavalasa,4798,Akkivaram,అక్కివరం,authoritative,581410,532484,,
Andhra Pradesh,Srikakulam,519,Amadalavalasa,4798,Akkulapeta,అక్కులపేట,authoritative,581399,532186,,
Andhra Pradesh,Srikakulam,519,Jalumuru,4792,Akkurada,అక్కురాడ,authoritative,581109,532427,,
Andhra Pradesh,Tirupati,752,Srikalahasti,5378,Akkurthy,అక్కుర్తి,transliterated,595845,517536,,
Andhra Pradesh,Krishna,510,Guduru,5031,Akulamannadu,ఆకులమన్నాడు,authoritative,589657,521366,,
Andhra Pradesh,Srikakulam,519,Nandigam,4782,Akularaghunadha Puram,ఆకులరఘునాధ పురం,transliterated,580673,532204,,
Andhra Pradesh,Srikakulam,519,Kothuru,4772,Akulatampara,ఆకులతంపర,authoritative,580127,532459,,
Andhra Pradesh,Ananthapuramu,502,Singanamala,5325,Akuledu,ఆకులేడు,authoritative,595011,515731,,
Andhra Pradesh,Nandyal,755,Sanjamala,5300,Akumalla,ఆకుమల్ల,authoritative,594565,518196,,
Andhra Pradesh,Polavaram,791,Maredumilli,4884,Akumamidikota,ఆకుమమిడికోట,transliterated,586548,533295,,
Andhra Pradesh,Krishna,510,Guduru,5031,Akumarru,ఆకుమర్రు,transliterated,589670,521149,,
Andhra Pradesh,Krishna,510,Vuyyuru,5027,Akunuru,ఆకునూరు,authoritative,589561,521245,,
Andhra Pradesh,Palnadu,751,Machavaram,5048,Akurajupalle,ఆకురాజుపల్లె,transliterated,589885,522435,,
Andhra Pradesh,Polavaram,791,Rampachodavaram,4895,Akuru,ఆకురు,transliterated,587156,533288,,
Andhra Pradesh,West Godavari,523,Pentapadu,4969,Akuteegapadu,అకుటీగపాడు,transliterated,588499,534196,,
Andhra Pradesh,Alluri Sitharama Raju,745,G.Madugula,4848,Akuthota,అకుతోట,transliterated,585074,531029,,
Andhra Pradesh,Alluri Sitharama Raju,745,Munchingi Puttu,4841,Alabeeru,అలబీరు,transliterated,583299,531040,,
Andhra Pradesh,Alluri Sitharama Raju,745,G.Madugula,4848,Alagam,అలగం,authoritative,584821,531029,,
Andhra Pradesh,Sri Potti Sriramulu Nellore,515,Vidavalur,5168,Alaganipadu,అలగానిపాడు,authoritative,591894,524318,,
Andhra Pradesh,Nandyal,755,Midthur,5267,Alaganur,అలగనూరు,authoritative,594017,518405,,
Andhra Pradesh,Parvathipuram Manyam,743,Makkuva,4813,Alagaruvu,అలగరువు,authoritative,582182,535547,,
Andhra Pradesh,Vizianagaram,521,Bobbili,4816,Alajangi,అలజంగి,authoritative,582352,535573,,
Andhra Pradesh,Vizianagaram,521,Cheepurupalli,4827,Alajangi,అలజంగి,authoritative,582805,535125,,
Andhra Pradesh,Alluri Sitharama Raju,745,Peda Bayalu,4842,Alamagundam,అలమగుండం,authoritative,583628,531040,,
Andhra Pradesh,Parvathipuram Manyam,743,Jiyyammavalasa,4810,Alamanda,ఆలమండ,authoritative,582066,535594,,
Andhra Pradesh,Vizianagaram,521,Jami,4835,Alamanda,ఆలమండ,authoritative,583102,535240,,
Andhra Pradesh,Anakapalli,744,Devarapalli,4859,Alamanda,ఆలమండ,authoritative,585989,531030,,
Andhra Pradesh,Anakapalli,744,K.Kotapadu,4860,Alamanda Bheemavaram,అలమండ భీమవరం,transliterated,585998,531034,,
Andhra Pradesh,Anakapalli,744,Devarapalli,4859,Alamandakothapalle,అలమండకోతపల్లె,transliterated,585979,531022,,
Andhra Pradesh,Kurnool,511,Krishnagiri,5277,Alamkonda,ఆలంకొండ,authoritative,594214,518468,,
Andhra Pradesh,West Godavari,523,Pentapadu,4969,Alampuram,అలంపురం,authoritative,588503,534146,,
Andhra Pradesh,Nandyal,755,Panyam,5280,Alamur,ఆలమూరు,authoritative,594257,518112,,
Andhra Pradesh,Nandyal,755,Rudravaram,5297,Alamur,ఆలమూరు,authoritative,594529,518543,,
Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,747,Alamuru,4925,Alamuru,ఆలమూరు,authoritative,587665,533233,,
Andhra Pradesh,West Godavari,523,Penumantra,4978,Alamuru,ఆలమూరు,authoritative,588645,534126,,
Andhra Pradesh,Ananthapuramu,502,Anantapur Rural,5330,Alamuru,ఆలమూరు,authoritative,595088,515002,,
Andhra Pradesh,Chittoor,503,Vijayapuram,5405,Alapakam,అలపాక్కం,authoritative,596369,517586,,
Andhra Pradesh,Chittoor,503,Baireddipalle,5423,Alapalle,అలపల్లె,authoritative,596743,517415,,
Andhra Pradesh,Vizianagaram,521,Gantyada,4830,Alaparthi,అలపర్తి,transliterated,582907,535160,,
Andhra Pradesh,Tirupati,752,Buchinaidu Kandriga,5380,Alathur,అలతూరు,authoritative,595916,517645,,
Andhra Pradesh,Chittoor,503,Karvetinagar,5408,Alathur,అలతూరు,authoritative,596430,517582,,
Andhra Pradesh,Parvathipuram Manyam,743,Gummalakshmipuram,4808,Alavadda,అలవద్ద,authoritative,581875,535523,,
Andhra Pradesh,Palnadu,751,Rompicharla,5066,Alavala,ఆలవాల,authoritative,590140,522617,,
Andhra Pradesh,Prakasam,517,Kurichedu,5103,Alavalapadu,అలవాలపాడు,authoritative,590666,523304,,
Andhra Pradesh,Y.S.R. Kadapa,504,Vempalli,5233,Alavalapadu,అలవాలపాడు,authoritative,593454,516350,,
